,country_name,Level 1 Name,Area,Area ID,Analysis Name,Date of Analysis,estimated_population,overall_phase,Analysis Period,phase1_pop,phase1_perc,phase2_pop,phase2_perc,phase3_pop,phase3_perc,phase4_pop,phase4_perc,phase5_pop,phase5_perc,phase3plus_pop,phase3plus_perc,yearmon,year,yearmon_end,yearmon_analysis,phase5plus_perc,phase4plus_perc,phase2plus_perc,phase1plus_perc
10,Afghanistan,,Faryab Urban,63066227,Acute Food Insecurity October 2023,Oct 2023,133519,3.0,Oct 2023 - Oct 2023,40056,0.3,53408,0.4,33380,0.25,6676,0.05,0.0,0.0,40056,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
11,Afghanistan,,Ghazni,63066263,Acute Food Insecurity October 2023,Oct 2023,2518656,2.0,Oct 2023 - Oct 2023,881530,0.35,1259328,0.5,377798,0.15,0,0.0,0.0,0.0,377798,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
12,Afghanistan,,Ghor,63066267,Acute Food Insecurity October 2023,Oct 2023,766306,3.0,Oct 2023 - Oct 2023,114946,0.15,306522,0.4,268207,0.35,76631,0.1,0.0,0.0,344838,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
13,Afghanistan,,Helmand Urban,63066203,Acute Food Insecurity October 2023,Oct 2023,247545,3.0,Oct 2023 - Oct 2023,61886,0.25,99018,0.4,74264,0.3,12377,0.05,0.0,0.0,86641,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
14,Afghanistan,,Hilmand,63066229,Acute Food Insecurity October 2023,Oct 2023,2273865,3.0,Oct 2023 - Oct 2023,454773,0.2,1364319,0.6,341080,0.15,113693,0.05,0.0,0.0,454773,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
15,Afghanistan,,Hirat,63066269,Acute Food Insecurity October 2023,Oct 2023,2538570,3.0,Oct 2023 - Oct 2023,888500,0.35,761571,0.3,634643,0.25,253857,0.1,0.0,0.0,888500,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
16,Afghanistan,,Hirat Urban,63066235,Acute Food Insecurity October 2023,Oct 2023,1000397,3.0,Oct 2023 - Oct 2023,450179,0.45,350139,0.35,150060,0.15,50020,0.05,0.0,0.0,200080,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
17,Afghanistan,,Jawzjan,63066209,Acute Food Insecurity October 2023,Oct 2023,633276,3.0,Oct 2023 - Oct 2023,158319,0.25,221647,0.35,189983,0.3,63328,0.1,0.0,0.0,253311,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
18,Afghanistan,,Jawzjan Urban,63066231,Acute Food Insecurity October 2023,Oct 2023,230332,3.0,Oct 2023 - Oct 2023,57583,0.25,80616,0.35,80616,0.35,11517,0.05,0.0,0.0,92133,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
19,Afghanistan,,Kabul,63066233,Acute Food Insecurity October 2023,Oct 2023,880592,3.0,Oct 2023 - Oct 2023,264178,0.3,352237,0.4,264178,0.3,0,0.0,0.0,0.0,264178,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
20,Afghanistan,,Kabul Urban,63066221,Acute Food Insecurity October 2023,Oct 2023,6321969,3.0,Oct 2023 - Oct 2023,2528788,0.4,2212689,0.35,1264394,0.2,316098,0.05,0.0,0.0,1580492,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
21,Afghanistan,,Kandahar,63066237,Acute Food Insecurity October 2023,Oct 2023,2067723,3.0,Oct 2023 - Oct 2023,620317,0.3,827089,0.4,516931,0.25,103386,0.05,0.0,0.0,620317,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
22,Afghanistan,,Kandahar Urban,63066271,Acute Food Insecurity October 2023,Oct 2023,1110457,3.0,Oct 2023 - Oct 2023,333137,0.3,499706,0.45,277614,0.25,0,0.0,0.0,0.0,277614,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
23,Afghanistan,,Kapisa,63066253,Acute Food Insecurity October 2023,Oct 2023,514952,3.0,Oct 2023 - Oct 2023,180233,0.35,180233,0.35,128738,0.25,25748,0.05,0.0,0.0,154486,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
24,Afghanistan,,Khost,63066249,Acute Food Insecurity October 2023,Oct 2023,1197547,2.0,Oct 2023 - Oct 2023,479019,0.4,538896,0.45,119755,0.1,59877,0.05,0.0,0.0,179632,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
25,Afghanistan,,Kunar,63066219,Acute Food Insecurity October 2023,Oct 2023,426371,3.0,Oct 2023 - Oct 2023,106593,0.25,149230,0.35,149230,0.35,21319,0.05,0.0,0.0,170549,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
26,Afghanistan,,Kunduz,63066239,Acute Food Insecurity October 2023,Oct 2023,1258256,3.0,Oct 2023 - Oct 2023,377477,0.3,440390,0.35,314564,0.25,125826,0.1,0.0,0.0,440390,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
27,Afghanistan,,Kunduz Urban,63066273,Acute Food Insecurity October 2023,Oct 2023,300468,3.0,Oct 2023 - Oct 2023,75117,0.25,105164,0.35,90140,0.3,30047,0.1,0.0,0.0,120187,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
28,Afghanistan,,Laghman,63066243,Acute Food Insecurity October 2023,Oct 2023,423305,3.0,Oct 2023 - Oct 2023,126992,0.3,148157,0.35,126992,0.3,21165,0.05,0.0,0.0,148157,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
29,Afghanistan,,Logar,63066247,Acute Food Insecurity October 2023,Oct 2023,732082,3.0,Oct 2023 - Oct 2023,219625,0.3,366041,0.5,109812,0.15,36604,0.05,0.0,0.0,146416,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
30,Afghanistan,,Nangarhar,63066251,Acute Food Insecurity October 2023,Oct 2023,1543801,3.0,Oct 2023 - Oct 2023,463140,0.3,694710,0.45,308760,0.2,77190,0.05,0.0,0.0,385950,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
31,Afghanistan,,Nangarhar Urban,63066275,Acute Food Insecurity October 2023,Oct 2023,847752,3.0,Oct 2023 - Oct 2023,211938,0.25,254326,0.3,296713,0.35,84775,0.1,0.0,0.0,381488,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
32,Afghanistan,,Nimroz,63066277,Acute Food Insecurity October 2023,Oct 2023,359549,3.0,Oct 2023 - Oct 2023,71910,0.2,143820,0.4,125842,0.35,17977,0.05,0.0,0.0,143819,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
33,Afghanistan,,Nuristan,63066207,Acute Food Insecurity October 2023,Oct 2023,67722,3.0,Oct 2023 - Oct 2023,13544,0.2,27089,0.4,20317,0.3,6772,0.1,0.0,0.0,27089,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
34,Afghanistan,,Paktika,63066201,Acute Food Insecurity October 2023,Oct 2023,852934,3.0,Oct 2023 - Oct 2023,298527,0.35,298527,0.35,213234,0.25,42647,0.05,0.0,0.0,255881,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
35,Afghanistan,,Paktya,63066289,Acute Food Insecurity October 2023,Oct 2023,719915,3.0,Oct 2023 - Oct 2023,251970,0.35,323962,0.45,107987,0.15,35996,0.05,0.0,0.0,143983,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
36,Afghanistan,,Panjsher,63066211,Acute Food Insecurity October 2023,Oct 2023,97622,3.0,Oct 2023 - Oct 2023,34168,0.35,39049,0.4,19524,0.2,4881,0.05,0.0,0.0,24405,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
37,Afghanistan,,Parwan,63066279,Acute Food Insecurity October 2023,Oct 2023,904413,3.0,Oct 2023 - Oct 2023,316545,0.35,361765,0.4,180883,0.2,45221,0.05,0.0,0.0,226104,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
38,Afghanistan,,Samangan,63066213,Acute Food Insecurity October 2023,Oct 2023,474030,3.0,Oct 2023 - Oct 2023,142209,0.3,165911,0.35,118508,0.25,47403,0.1,0.0,0.0,165911,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
39,Afghanistan,,Sari pul,63066281,Acute Food Insecurity October 2023,Oct 2023,880876,3.0,Oct 2023 - Oct 2023,264263,0.3,308307,0.35,264263,0.3,44044,0.05,0.0,0.0,308307,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
40,Afghanistan,,Takhar,63066255,Acute Food Insecurity October 2023,Oct 2023,1538553,3.0,Oct 2023 - Oct 2023,461566,0.3,461566,0.3,461566,0.3,153855,0.1,0.0,0.0,615421,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
41,Afghanistan,,Takhar Urban,63066257,Acute Food Insecurity October 2023,Oct 2023,258394,3.0,Oct 2023 - Oct 2023,77518,0.3,77518,0.3,90438,0.35,12920,0.05,0.0,0.0,103358,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
42,Afghanistan,,Uruzgan,63066259,Acute Food Insecurity October 2023,Oct 2023,675532,3.0,Oct 2023 - Oct 2023,202660,0.3,270213,0.4,168883,0.25,33777,0.05,0.0,0.0,202660,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
43,Afghanistan,,Wardak,63066285,Acute Food Insecurity October 2023,Oct 2023,802490,3.0,Oct 2023 - Oct 2023,240747,0.3,361121,0.45,160498,0.2,40125,0.05,0.0,0.0,200623,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
44,Afghanistan,,Zabul,63066287,Acute Food Insecurity October 2023,Oct 2023,484728,3.0,Oct 2023 - Oct 2023,145418,0.3,218128,0.45,121182,0.25,0,0.0,0.0,0.0,121182,0.0,2023-10,2023,2023-10,2023-10,0.0,0.0,0.0,0.0
45,Afghanistan,,Badakhshan,56661112,Acute Food Insecurity April 2023,Apr 2023,1447325,4.0,Apr 2023 - Apr 2023,289465,0.2,361831,0.25,506564,0.35,289465,0.2,0.0,0.0,796029,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
46,Afghanistan,,Badghis,56661062,Acute Food Insecurity April 2023,Apr 2023,754610,3.0,Apr 2023 - Apr 2023,113192,0.15,301844,0.4,226383,0.3,113192,0.15,0.0,0.0,339575,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
47,Afghanistan,,Baghlan,56661068,Acute Food Insecurity April 2023,Apr 2023,1130948,3.0,Apr 2023 - Apr 2023,282737,0.25,452379,0.4,282737,0.25,113095,0.1,0.0,0.0,395832,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
48,Afghanistan,,Baghlan Urban,56661072,Acute Food Insecurity April 2023,Apr 2023,262204,3.0,Apr 2023 - Apr 2023,78661,0.3,104882,0.4,65551,0.25,13110,0.05,0.0,0.0,78661,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
49,Afghanistan,,Balkh,56661074,Acute Food Insecurity April 2023,Apr 2023,1419416,3.0,Apr 2023 - Apr 2023,283883,0.2,425825,0.3,567766,0.4,141942,0.1,0.0,0.0,709708,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
50,Afghanistan,,Balkh Urban,56661098,Acute Food Insecurity April 2023,Apr 2023,652785,3.0,Apr 2023 - Apr 2023,130557,0.2,195836,0.3,293753,0.45,32639,0.05,0.0,0.0,326392,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
51,Afghanistan,,Bamyan,56661076,Acute Food Insecurity April 2023,Apr 2023,680431,3.0,Apr 2023 - Apr 2023,136086,0.2,272172,0.4,238151,0.35,34022,0.05,0.0,0.0,272173,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
52,Afghanistan,,Daykundi,56661080,Acute Food Insecurity April 2023,Apr 2023,709189,3.0,Apr 2023 - Apr 2023,106378,0.15,283676,0.4,283676,0.4,35459,0.05,0.0,0.0,319135,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
53,Afghanistan,,Farah,56661030,Acute Food Insecurity April 2023,Apr 2023,773067,3.0,Apr 2023 - Apr 2023,270573,0.35,231920,0.3,193267,0.25,77307,0.1,0.0,0.0,270574,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
54,Afghanistan,,Faryab,56661082,Acute Food Insecurity April 2023,Apr 2023,1391887,3.0,Apr 2023 - Apr 2023,347972,0.25,417566,0.3,487160,0.35,139189,0.1,0.0,0.0,626349,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
55,Afghanistan,,Faryab Urban,56661032,Acute Food Insecurity April 2023,Apr 2023,131143,3.0,Apr 2023 - Apr 2023,32786,0.25,45900,0.35,52457,0.4,0,0.0,0.0,0.0,52457,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
56,Afghanistan,,Ghazni,56661086,Acute Food Insecurity April 2023,Apr 2023,1870798,3.0,Apr 2023 - Apr 2023,374160,0.2,748319,0.4,654779,0.35,93540,0.05,0.0,0.0,748319,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
57,Afghanistan,,Ghor,56661034,Acute Food Insecurity April 2023,Apr 2023,1049665,4.0,Apr 2023 - Apr 2023,157450,0.15,367383,0.35,314900,0.3,209933,0.2,0.0,0.0,524833,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
58,Afghanistan,,Helmand Urban,56661088,Acute Food Insecurity April 2023,Apr 2023,298024,3.0,Apr 2023 - Apr 2023,89407,0.3,134111,0.45,74506,0.25,0,0.0,0.0,0.0,74506,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
59,Afghanistan,,Hilmand,56661036,Acute Food Insecurity April 2023,Apr 2023,1687739,3.0,Apr 2023 - Apr 2023,421935,0.25,843870,0.5,421935,0.25,0,0.0,0.0,0.0,421935,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
60,Afghanistan,,Hirat,56661038,Acute Food Insecurity April 2023,Apr 2023,1981679,3.0,Apr 2023 - Apr 2023,396336,0.2,693588,0.35,693588,0.35,198168,0.1,0.0,0.0,891756,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
61,Afghanistan,,Hirat Urban,56661090,Acute Food Insecurity April 2023,Apr 2023,957589,3.0,Apr 2023 - Apr 2023,287277,0.3,239397,0.25,335156,0.35,95759,0.1,0.0,0.0,430915,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
62,Afghanistan,,Jawzjan,56661094,Acute Food Insecurity April 2023,Apr 2023,618615,3.0,Apr 2023 - Apr 2023,123723,0.2,247446,0.4,185585,0.3,61862,0.1,0.0,0.0,247447,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
63,Afghanistan,,Jawzjan Urban,56661100,Acute Food Insecurity April 2023,Apr 2023,208081,3.0,Apr 2023 - Apr 2023,52020,0.25,72828,0.35,62424,0.3,20808,0.1,0.0,0.0,83232,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
64,Afghanistan,,Kabul,56661102,Acute Food Insecurity April 2023,Apr 2023,2922062,3.0,Apr 2023 - Apr 2023,1022722,0.35,876619,0.3,876619,0.3,146103,0.05,0.0,0.0,1022722,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
65,Afghanistan,,Kabul Urban,56661040,Acute Food Insecurity April 2023,Apr 2023,4224262,3.0,Apr 2023 - Apr 2023,1056066,0.25,1478492,0.35,1478492,0.35,211213,0.05,0.0,0.0,1689705,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
66,Afghanistan,,Kandahar,56661042,Acute Food Insecurity April 2023,Apr 2023,1261556,3.0,Apr 2023 - Apr 2023,315389,0.25,441545,0.35,441545,0.35,63078,0.05,0.0,0.0,504623,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
67,Afghanistan,,Kandahar Urban,56661104,Acute Food Insecurity April 2023,Apr 2023,660170,3.0,Apr 2023 - Apr 2023,132034,0.2,297077,0.45,198051,0.3,33009,0.05,0.0,0.0,231060,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
68,Afghanistan,,Kapisa,56661110,Acute Food Insecurity April 2023,Apr 2023,670464,3.0,Apr 2023 - Apr 2023,134093,0.2,301709,0.45,201139,0.3,33523,0.05,0.0,0.0,234662,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
69,Afghanistan,,Khost,56661114,Acute Food Insecurity April 2023,Apr 2023,873981,3.0,Apr 2023 - Apr 2023,218495,0.25,349592,0.4,262194,0.3,43699,0.05,0.0,0.0,305893,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
70,Afghanistan,,Kunar,56661044,Acute Food Insecurity April 2023,Apr 2023,685695,3.0,Apr 2023 - Apr 2023,171424,0.25,205709,0.3,274278,0.4,34285,0.05,0.0,0.0,308563,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
71,Afghanistan,,Kunduz,56661046,Acute Food Insecurity April 2023,Apr 2023,1242097,3.0,Apr 2023 - Apr 2023,434734,0.35,496839,0.4,248419,0.2,62105,0.05,0.0,0.0,310524,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
72,Afghanistan,,Kunduz Urban,56661108,Acute Food Insecurity April 2023,Apr 2023,318632,3.0,Apr 2023 - Apr 2023,47795,0.15,127453,0.4,111521,0.35,31863,0.1,0.0,0.0,143384,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
73,Afghanistan,,Laghman,56661048,Acute Food Insecurity April 2023,Apr 2023,677587,3.0,Apr 2023 - Apr 2023,203276,0.3,271035,0.4,169397,0.25,33879,0.05,0.0,0.0,203276,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
74,Afghanistan,,Logar,56661050,Acute Food Insecurity April 2023,Apr 2023,596422,3.0,Apr 2023 - Apr 2023,149106,0.25,268390,0.45,149106,0.25,29821,0.05,0.0,0.0,178927,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
75,Afghanistan,,Nangarhar,56661064,Acute Food Insecurity April 2023,Apr 2023,2098486,3.0,Apr 2023 - Apr 2023,209849,0.1,944319,0.45,734470,0.35,209849,0.1,0.0,0.0,944319,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
76,Afghanistan,,Nangarhar Urban,56661052,Acute Food Insecurity April 2023,Apr 2023,238046,3.0,Apr 2023 - Apr 2023,47609,0.2,95218,0.4,83316,0.35,11902,0.05,0.0,0.0,95218,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
77,Afghanistan,,Nimroz,56661066,Acute Food Insecurity April 2023,Apr 2023,252031,3.0,Apr 2023 - Apr 2023,50406,0.2,100812,0.4,88211,0.35,12602,0.05,0.0,0.0,100813,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
78,Afghanistan,,Nuristan,56661054,Acute Food Insecurity April 2023,Apr 2023,224926,3.0,Apr 2023 - Apr 2023,44985,0.2,78724,0.35,78724,0.35,22493,0.1,0.0,0.0,101217,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
79,Afghanistan,,Paktika,56661070,Acute Food Insecurity April 2023,Apr 2023,1064804,3.0,Apr 2023 - Apr 2023,319441,0.3,266201,0.25,372681,0.35,106480,0.1,0.0,0.0,479161,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
80,Afghanistan,,Paktya,56661028,Acute Food Insecurity April 2023,Apr 2023,840246,3.0,Apr 2023 - Apr 2023,210062,0.25,378111,0.45,210062,0.25,42012,0.05,0.0,0.0,252074,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
81,Afghanistan,,Panjsher,56661116,Acute Food Insecurity April 2023,Apr 2023,233318,3.0,Apr 2023 - Apr 2023,58330,0.25,81661,0.35,81661,0.35,11666,0.05,0.0,0.0,93327,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
82,Afghanistan,,Parwan,56661078,Acute Food Insecurity April 2023,Apr 2023,1012909,3.0,Apr 2023 - Apr 2023,202582,0.2,455809,0.45,303873,0.3,50645,0.05,0.0,0.0,354518,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
83,Afghanistan,,Samangan,56661084,Acute Food Insecurity April 2023,Apr 2023,591086,3.0,Apr 2023 - Apr 2023,118217,0.2,177326,0.3,236434,0.4,59109,0.1,0.0,0.0,295543,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
84,Afghanistan,,Sari pul,56661106,Acute Food Insecurity April 2023,Apr 2023,852672,3.0,Apr 2023 - Apr 2023,170534,0.2,255802,0.3,298435,0.35,127901,0.15,0.0,0.0,426336,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
85,Afghanistan,,Takhar,56661056,Acute Food Insecurity April 2023,Apr 2023,1194898,3.0,Apr 2023 - Apr 2023,358469,0.3,537704,0.45,238980,0.2,59745,0.05,0.0,0.0,298725,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
86,Afghanistan,,Takhar Urban,56661058,Acute Food Insecurity April 2023,Apr 2023,305984,3.0,Apr 2023 - Apr 2023,122394,0.4,91795,0.3,61197,0.2,30598,0.1,0.0,0.0,91795,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
87,Afghanistan,,Uruzgan,56661092,Acute Food Insecurity April 2023,Apr 2023,598762,3.0,Apr 2023 - Apr 2023,89814,0.15,209567,0.35,239505,0.4,59876,0.1,0.0,0.0,299381,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
88,Afghanistan,,Wardak,56661060,Acute Food Insecurity April 2023,Apr 2023,906573,3.0,Apr 2023 - Apr 2023,135986,0.15,317301,0.35,317301,0.35,135986,0.15,0.0,0.0,453287,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
89,Afghanistan,,Zabul,56661096,Acute Food Insecurity April 2023,Apr 2023,527734,3.0,Apr 2023 - Apr 2023,131934,0.25,211094,0.4,158320,0.3,26387,0.05,0.0,0.0,184707,0.0,2023-04,2023,2023-04,2023-04,0.0,0.0,0.0,0.0
90,Afghanistan,,Badakhshan,26598357,Acute Food Insecurity September 2022,Sep 2022,1401209,4.0,Sep 2022 - Oct 2022,210181,0.15,490423,0.35,420363,0.3,280242,0.2,0.0,0.0,700605,0.0,2022-09,2022,2022-10,2022-09,0.0,0.0,0.0,0.0
91,Afghanistan,,Badghis,26598359,Acute Food Insecurity September 2022,Sep 2022,730566,3.0,Sep 2022 - Oct 2022,109585,0.15,255698,0.35,255698,0.35,109585,0.15,0.0,0.0,365283,0.0,2022-09,2022,2022-10,2022-09,0.0,0.0,0.0,0.0
92,Afghanistan,,Baghlan,26598365,Acute Food Insecurity September 2022,Sep 2022,1077131,3.0,Sep 2022 - Oct 2022,269283,0.25,430852,0.4,269283,0.25,107713,0.1,0.0,0.0,376996,0.0,2022-09,2022,2022-10,2022-09,0.0,0.0,0.0,0.0
93,Afghanistan,,Baghlan Urban,26598361,Acute Food Insecurity September 2022,Sep 2022,271631,3.0,Sep 2022 - Oct 2022,67908,0.25,108652,0.4,67908,0.25,27163,0.1,0.0,0.0,95071,0.0,2022-09,2022,2022-10,2022-09,0.0,0.0,0.0,0.0
94,Afghanistan,,Balkh,26598405,Acute Food Insecurity September 2022,Sep 2022,1356012,3.0,Sep 2022 - Oct 2022,339003,0.25,474604,0.35,406804,0.3,135601,0.1,0.0,0.0,542405,0.0,2022-09,2022,2022-10,2022-09,0.0,0.0,0.0,0.0
